method,candidate_skill,candidate_params_json,raw_critic_risk,hard_contract_score,hard_contract_fixed_reject,threshold,risk_margin,decision,reject_reason,episode_id,episode_index,seed,skill_idx,attempt_type,attempt_index,parent_skill_idx,original_skill_idx,segment_idx,segment_count,original_candidate_skill,original_candidate_params_json,executed_skill,executed_params_json,fallback_policy,fallback_executed,recovery_action,recovery_reason,recovery_attempt_count,retry_decision,retry_reject_reason,retry_executed,task_progress_executed,final_segment_outcome,recovery_retry_count,result_status,result_termination_reason
raw_critic_0p5,gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""right""}",2.9904578696005046e-05,0.03846153989434242,0,0.5,-0.499970095421304,allow,allow,raw_critic_0p5__seed_1237__episode_0072,72,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""right""}",gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 1.0, ""side"": ""right""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",0.243520587682724,0.05189437419176102,0,0.5,-0.256479412317276,allow,allow,raw_critic_0p5__seed_1237__episode_0072,72,1237,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",0.00020866948761977255,0.048630084842443466,0,0.5,-0.4997913305123802,allow,allow,raw_critic_0p5__seed_1237__episode_0072,72,1237,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 60.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",2.068475805572234e-05,0.03333333507180214,0,0.5,-0.4999793152419443,allow,allow,raw_critic_0p5__seed_1237__episode_0072,72,1237,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.8141916990280151,0.018714148551225662,0,0.5,0.31419169902801514,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0072,72,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",0.9993489384651184,0.027364693582057953,0,0.5,0.4993489384651184,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0073,73,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",3.939529779017903e-05,0.03999999910593033,0,0.5,-0.4999606047022098,allow,allow,raw_critic_0p5__seed_1237__episode_0073,73,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -45.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",8.323608199134469e-06,0.010225406847894192,0,0.5,-0.49999167639180087,allow,allow,raw_critic_0p5__seed_1237__episode_0073,73,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""right""}",8.068574061326217e-06,0.013793290592730045,0,0.5,-0.4999919314259387,allow,allow,raw_critic_0p5__seed_1237__episode_0073,73,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""right""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.75, ""side"": ""right""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",0.998475968837738,0.04917943477630615,0,0.5,0.49847596883773804,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0073,73,1237,5,recovery_only,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",1.5801462723175064e-05,0.06666667014360428,0,0.5,-0.4999841985372768,allow,allow,raw_critic_0p5__seed_1237__episode_0073,73,1237,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",3.8146463339217007e-06,0.005518293473869562,0,0.5,-0.4999961853536661,allow,allow,raw_critic_0p5__seed_1237__episode_0073,73,1237,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.8501842617988586,0.006288978736847639,0,0.5,0.35018426179885864,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0073,73,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",0.9985760450363159,0.07195181399583817,0,0.5,0.4985760450363159,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0074,74,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.1}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",5.555341704166494e-05,0.05898052081465721,0,0.5,-0.49994444658295834,allow,allow,raw_critic_0p5__seed_1237__episode_0074,74,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",8.183687168639153e-05,0.021128684282302856,0,0.5,-0.4999181631283136,allow,allow,raw_critic_0p5__seed_1237__episode_0074,74,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",0.00011839195940410718,0.014741634018719196,0,0.5,-0.4998816080405959,allow,allow,raw_critic_0p5__seed_1237__episode_0074,74,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",0.009847271256148815,0.04406765103340149,0,0.5,-0.4901527287438512,allow,allow,raw_critic_0p5__seed_1237__episode_0074,74,1237,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -60.0}",0.9936065673828125,0.08418355137109756,0,0.5,0.4936065673828125,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0074,74,1237,6,recovery_only,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -60.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,failed,passive_stillness_threshold_not_met
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.057411037385463715,0.06946021318435669,0,0.5,-0.4425889626145363,allow,allow,raw_critic_0p5__seed_1237__episode_0074,74,1237,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9998941421508789,0.03333333507180214,0,0.5,0.4998941421508789,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0074,74,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",0.9990267753601074,0.03846153989434242,0,0.5,0.4990267753601074,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0075,75,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 45.0}",0.00036613934207707644,0.07692307978868484,0,0.5,-0.4996338606579229,allow,allow,raw_critic_0p5__seed_1237__episode_0075,75,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 45.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 45.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",4.8595014959573746e-05,0.11538461595773697,0,0.5,-0.4999514049850404,allow,allow,raw_critic_0p5__seed_1237__episode_0075,75,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",0.00014558549446519464,0.07566376030445099,0,0.5,-0.4998544145055348,allow,allow,raw_critic_0p5__seed_1237__episode_0075,75,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",0.9999996423721313,1.0,1,0.5,0.49999964237213135,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0075,75,1237,5,recovery_only,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,failed,passive_stillness_threshold_not_met
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",0.9999948740005493,1.0,1,0.5,0.4999948740005493,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0075,75,1237,6,recovery_only,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,failed,passive_stillness_threshold_not_met
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9999939203262329,1.0,1,0.5,0.4999939203262329,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0075,75,1237,7,recovery_only,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,failed,passive_stillness_threshold_not_met
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9999963045120239,1.0,1,0.5,0.4999963045120239,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0075,75,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",0.9999352693557739,0.04369653761386871,0,0.5,0.4999352693557739,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0076,76,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",7.686874596402049e-05,0.03846153989434242,0,0.5,-0.499923131254036,allow,allow,raw_critic_0p5__seed_1237__episode_0076,76,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",2.1804182324558496e-05,0.03846153989434242,0,0.5,-0.49997819581767544,allow,allow,raw_critic_0p5__seed_1237__episode_0076,76,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",4.700654972111806e-05,0.04216546192765236,0,0.5,-0.4999529934502789,allow,allow,raw_critic_0p5__seed_1237__episode_0076,76,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""right""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",0.9999017715454102,0.057250797748565674,0,0.5,0.49990177154541016,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0076,76,1237,5,recovery_only,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": -170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",0.00020129051699768752,0.0722811371088028,0,0.5,-0.4997987094830023,allow,allow,raw_critic_0p5__seed_1237__episode_0076,76,1237,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",stop,0,,,0,,,0,1,candidate_allow,0,failed,turn_yaw_error_threshold_not_met
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",1.3530375326809008e-05,0.018289702013134956,0,0.5,-0.4999864696246732,allow,allow,raw_critic_0p5__seed_1237__episode_0076,76,1237,7,candidate_allow,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 2.0, ""mode"": ""wait""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9973887801170349,0.032258063554763794,0,0.5,0.4973887801170349,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0076,76,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": 15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",0.9998966455459595,0.023963140323758125,0,0.5,0.4998966455459595,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0077,77,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 10.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",2.4626828235341236e-05,0.021540241315960884,0,0.5,-0.49997537317176466,allow,allow,raw_critic_0p5__seed_1237__episode_0077,77,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",3.181690044584684e-05,0.025146158412098885,0,0.5,-0.49996818309955415,allow,allow,raw_critic_0p5__seed_1237__episode_0077,77,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",6.149535329313949e-05,0.02477909065783024,0,0.5,-0.49993850464670686,allow,allow,raw_critic_0p5__seed_1237__episode_0077,77,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",gesture,"{""amplitude"": 0.5, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",0.02300327830016613,0.0625,0,0.5,-0.47699672169983387,allow,allow,raw_critic_0p5__seed_1237__episode_0077,77,1237,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 170.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": -0.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",0.25227072834968567,0.12659654021263123,1,0.5,-0.24772927165031433,allow,allow,raw_critic_0p5__seed_1237__episode_0077,77,1237,6,candidate_allow,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": 90.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 2.0, ""mode"": ""wait""}",0.9987810254096985,1.0,1,0.5,0.4987810254096985,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0077,77,1237,7,recovery_only,0,7,7,1,1,passive,"{""duration"": 2.0, ""mode"": ""wait""}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",0.9997685551643372,1.0,1,0.5,0.49976855516433716,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0077,77,1237,8,recovery_only,0,8,8,1,1,walk,"{""duration"": 2.5, ""facing_yaw_deg"": -15.0, ""height"": -1.0, ""speed"": 0.35, ""vx"": 0.6, ""vy"": 0.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",0.9996084570884705,0.05268710106611252,0,0.5,0.49960845708847046,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0078,78,1237,1,recovery_only,0,1,1,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 0.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.8, ""vy"": -0.1}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",4.6481443860102445e-05,0.06666667014360428,0,0.5,-0.4999535185561399,allow,allow,raw_critic_0p5__seed_1237__episode_0078,78,1237,2,candidate_allow,0,2,2,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",turn,"{""duration"": 2.0, ""face_yaw_deg"": -30.0}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,passive,"{""duration"": 1.5, ""mode"": ""stop""}",1.2450166650523897e-05,0.019668269902467728,0,0.5,-0.4999875498333495,allow,allow,raw_critic_0p5__seed_1237__episode_0078,78,1237,3,candidate_allow,0,3,3,1,1,passive,"{""duration"": 1.5, ""mode"": ""stop""}",passive,"{""duration"": 1.5, ""mode"": ""stop""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",0.0005580318975262344,0.012621655128896236,0,0.5,-0.49944196810247377,allow,allow,raw_critic_0p5__seed_1237__episode_0078,78,1237,4,candidate_allow,0,4,4,1,1,gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",gesture,"{""amplitude"": 0.7, ""duration"": 3.0, ""frequency"": 0.5, ""side"": ""both""}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",0.06366431713104248,0.03126385062932968,0,0.5,-0.4363356828689575,allow,allow,raw_critic_0p5__seed_1237__episode_0078,78,1237,5,candidate_allow,0,5,5,1,1,walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",walk,"{""duration"": 3.0, ""facing_yaw_deg"": 180.0, ""height"": -1.0, ""speed"": 0.4, ""vx"": 0.7, ""vy"": 0.1}",stop,0,,,0,,,0,1,candidate_allow,0,success,
raw_critic_0p5,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",0.9904012084007263,0.5579819679260254,1,0.5,0.4904012084007263,reject,raw_critic_threshold,raw_critic_0p5__seed_1237__episode_0078,78,1237,6,recovery_only,0,6,6,1,1,turn,"{""duration"": 2.0, ""face_yaw_deg"": -90.0}",passive,"{""duration"": 1.0, ""mode"": ""stop""}",stop,1,stop,generic_stop_fallback,1,,,0,0,recovery_only,0,success,
