sample_id,phase4_split,method,method_display,source_method,implementation_fidelity,baseline_mode,skill_name,label,safe_label,raw_critic_risk,hard_contract_score,hard_contract_fixed_reject,decision,allow,reject,unsafe_invocation_if_allowed,risk_score,threshold,risk_margin,fallback_mode,reject_reason,runtime_ms,solver_status,diagnostics_json
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:3,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,7.429711104123271e-07,0.03571715205907822,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024489127099514008,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03571715205907822, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,1.3773498039881815e-06,0.04055345430970192,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002418062649667263,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.04055345430970192, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,6.929295750524034e-07,0.03195423260331154,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024730106815695763,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03195423260331154, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,7.977821496751858e-07,0.03205311298370361,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002437969669699669,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03205311298370361, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:7,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,5.381155006034533e-07,0.012856516987085342,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002460903488099575,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.012856516987085342, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000037:8,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,1.1199229447811376e-05,0.020158125087618828,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024050241336226463,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.020158125087618828, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,3.9883317981548316e-07,0.027919171378016472,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002425047568976879,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.027919171378016472, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,2.878243549275794e-06,0.026471508666872978,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002451939508318901,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.026471508666872978, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,9.817622412811033e-07,0.029388435184955597,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024900073185563087,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.029388435184955597, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.0955083591143193e-07,0.0042928471229970455,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002421904355287552,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.0042928471229970455, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,5.381955361372093e-07,0.007874883711338043,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002427026629447937,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.007874883711338043, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000053:7,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,3.2400924965259037e-07,0.017542514950037003,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002384069375693798,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.017542514950037003, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.202450440971006e-07,0.03703518211841583,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0025329645723104477,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03703518211841583, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,3.338192072988022e-06,0.03617524728178978,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024400651454925537,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03617524728178978, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:3,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.819769401365193e-07,0.024349475279450417,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024420442059636116,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.024349475279450417, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,8.59097667671449e-07,0.027820054441690445,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024100299924612045,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.027820054441690445, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.840354677071446e-07,0.02448917366564274,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024400651454925537,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.02448917366564274, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,4.759035618917551e-07,0.02319718524813652,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002401997335255146,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.02319718524813652, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000058:7,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,3.321034398595657e-07,0.02994437888264656,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.00239501241594553,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.02994437888264656, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,3.6408744108484825e-07,0.043333616107702255,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002432032488286495,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.043333616107702255, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,3.1934193884808337e-06,0.04610077664256096,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024070031940937042,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.04610077664256096, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:3,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.7239734612958273e-07,0.047711681574583054,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023989705368876457,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.047711681574583054, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,9.172804311674554e-07,0.058000437915325165,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023869797587394714,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.058000437915325165, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,7.006711371104757e-07,0.03597656264901161,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002380926162004471,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03597656264901161, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000062:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,5.242127372184768e-07,0.04374918341636658,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023909378796815872,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.04374918341636658, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,5.064135848442675e-07,0.0720791444182396,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002427026629447937,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.0720791444182396, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,2.6592406356940046e-06,0.015831375494599342,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002380926162004471,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.015831375494599342, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:3,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.733338982987334e-07,0.026690347120165825,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002369983121752739,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.026690347120165825, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,7.754154012218351e-07,0.02488367073237896,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002393033355474472,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.02488367073237896, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,6.528893550239445e-07,0.043754737824201584,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024399487301707268,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.043754737824201584, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000064:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,4.861505544795364e-07,0.04780769348144531,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024759210646152496,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.04780769348144531, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000074:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.095555823369068e-07,0.02780558168888092,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002400018274784088,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.02780558168888092, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000074:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,3.373820163687924e-06,0.027959605678915977,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024139881134033203,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.027959605678915977, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000074:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,9.496962434241141e-07,0.029715223237872124,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024030450731515884,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.029715223237872124, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000074:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.6821355681458954e-07,0.028189437463879585,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024239998310804367,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.028189437463879585, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000074:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,6.188710699461808e-07,0.0272627342492342,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.002401997335255146,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.0272627342492342, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:1,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.977656544724596e-07,0.07057560980319977,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024529872462153435,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.07057560980319977, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:2,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,walk,0,safe,4.224879376124591e-06,0.017794132232666016,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024420442059636116,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.017794132232666016, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:3,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,4.275612752735469e-07,0.03572644665837288,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023960601538419724,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03572644665837288, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:4,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,turn,0,safe,6.633131306443829e-07,0.03725321963429451,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023720785975456238,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03725321963429451, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:5,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,passive,0,safe,6.095309572629048e-07,0.018321160227060318,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0024170149117708206,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.018321160227060318, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
collection_safe_balanced180:phase3_live_20260517_133211_d37_safe_balanced180:episode_000079:6,test,crc_cbf_adapted,CRC-CBF-adapted,Safe Probabilistic Planning for Human-Robot Interaction using Conformal Risk Control,paper_faithful_proxy,gate,gesture,0,safe,4.601820080551988e-07,0.03212716802954674,0,allow,1,0,0,0.0,0.1,-0.1,,allow,0.0023989705368876457,crc_risk_budget_satisfied,"{""adapter_runtime_scope"": ""adapter_decide_only"", ""base_risk"": 0.03212716802954674, ""calibration_mode"": ""phase4_conformal_calibration_only"", ""conformal_lambda"": 0.0, ""risk_budget_alpha"": 0.1, ""threshold_source"": ""calibration_split_conformal_residual""}"
